QKEY,INTERVIEW_START_W147,INTERVIEW_END_W147,DEVICE_TYPE_W147,LANG_W147,XPANEL_W147,XATPSAMPLE_W147,SATLIFE_MOD_a_W147,SATLIFE_MOD_b_W147,SATLIFE_MOD_c_W147,SATLIFE_MOD_d_W147,SATLIFE_MOD_f_W147,EVERPAR_W147,DOV_KP_ELIGIBLE_W147,HAVEKIDS1_W147,MARITALMOD_W147,COMMREL_W147,LWPREL_W147,SEEKING_W147,LIVARRANG_W147,LIVINGPAR_W147,SIBLIV_W147,FAMKIDS_W147,EMPLSIT_W147,IMPACTGOALS_a_W147,IMPACTGOALS_b_W147,IMPACTGOALS_c_W147,IMPACTGOALS_d_W147,IMPACTGOALS_e_W147,WORRY_FUTR_a_W147,WORRY_FUTR_b_W147,WORRY_FUTR_c_W147,WORRY_FUTR_d_W147,KIDSEVER_W147,RSNNOCHLD_S1_a_W147,RSNNOCHLD_S1_b_W147,RSNNOCHLD_S1_c_W147,RSNNOCHLD_S1_d_W147,RSNNOCHLD_S1_e_W147,RSNNOCHLD_S1_f_W147,RSNNOCHLD_S1_g_W147,RSNNOCHLD_S1_h_W147,RSNNOCHLD_S1_i_W147,RSNNOCHLD_S1_j_W147,RSNNOCHLD_S1_k_W147,RSNNOCHLD_S2_a_W147,RSNNOCHLD_S2_b_W147,RSNNOCHLD_S2_c_W147,RSNNOCHLD_S2_d_W147,RSNNOCHLD_S2_e_W147,RSNNOCHLD_S2_f_W147,RSNNOCHLD_S2_g_W147,RSNNOCHLD_S2_h_W147,RSNNOCHLD_S2_i_W147,RSNNOCHLD_S2_j_W147,IMPACTLIFE_a_W147,IMPACTLIFE_b_W147,IMPACTLIFE_c_W147,IMPACTLIFE_d_W147,IMPACTLIFE_e_W147,IMPACTLIFE_f_W147,WORKNOKID_a_W147,WORKNOKID_b_W147,WORKNOKID_c_W147,WORKNOKID_d_W147,WORKNOKID_e_W147,RELNOKID_a_W147,RELNOKID_b_W147,RELNOKID_c_W147,RELNOKID_d_W147,PRESNOKID_a_W147,PRESNOKID_b_W147,PRESNOKID_c_W147,PRESNOKID_d_W147,CAREPAR1_W147,CAREPAR2_a_W147,CAREPAR2_b_W147,CAREPAR2_c_W147,CAREPAR2_d_W147,CAREPAR2_e_W147,TALK_KIDS_a_W147,TALK_KIDS_b_W147,TALK_KIDS_c_W147,FRNDKIDS_W147,IMPCTDATE_W147,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_BIRTHPLACE,F_RELIG,F_RELIGCAT1,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W147_UNDER50,WEIGHT_W147_50PLUS
4023,2024-05-10T17:45:44Z,2024-05-10T18:05:11Z,2,1,1,,4,5,3,6,6,2,1,,5,2,,,1,2,3,3,5,3,99,1,2,3,1,3,1,4,1,3,3,1,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,3,7,4,,,,,,,4,,,6,3,5,4,,,,,,,,,,,,1,2,3,1,4,2,3,2,2,1,1,1,1,1,1,3,1,1,1,1,1,2,1,2,2,,0.7530921093812746
4024,2024-05-10T17:45:54Z,2024-05-10T17:53:45Z,1,1,1,,2,3,1,6,6,2,1,,5,2,,,1,2,2,2,5,3,3,3,3,1,4,4,4,5,1,3,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,1,3,4,1,4,,,,,,,3,,3,5,5,5,5,,,,,,,,,,,,1,3,5,2,4,2,3,2,2,1,1,1,1,12,3,2,,2,3,1,4,3,2,1,2,,0.45027808922187645
4026,2024-05-10T17:46:09Z,2024-05-10T18:01:16Z,1,1,1,,3,2,3,6,2,2,1,,1,,,,,2,2,3,5,1,3,3,3,2,2,3,3,4,1,1,2,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,1,3,3,2,3,,,,,,3,3,,3,5,3,4,5,,,,,,,,,,,,1,4,9,2,4,2,2,3,2,1,1,1,1,1,1,3,1,1,1,1,2,2,2,2,1,,0.9153450457566743
4027,2024-05-10T17:46:30Z,2024-05-10T17:49:55Z,1,1,1,,1,2,1,2,3,2,1,,5,2,,,1,1,2,2,1,2,2,2,2,2,4,3,4,4,1,2,1,1,1,2,2,2,2,2,1,2,,,,,,,,,,,4,4,5,5,3,3,1,1,1,1,1,,2,2,1,3,3,3,3,1,1,2,2,1,2,,,,,,2,3,6,3,3,1,2,4,2,1,1,1,1,1,1,1,,1,1,1,2,2,3,1,2,,0.7474589565176064
4029,2024-05-10T17:46:45Z,2024-05-10T17:54:24Z,2,1,1,,2,3,3,6,2,2,1,,1,,,,,2,2,2,5,3,3,3,3,3,3,3,3,4,3,1,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,1,1,6,1,1,1,,,,,,3,3,,3,5,5,4,5,,,,,,,,,,,,1,2,3,1,4,1,3,2,2,1,2,2,1,1,1,2,,2,3,1,1,3,2,2,1,,1.3449531958915264
4030,2024-05-10T17:46:51Z,2024-05-10T17:57:23Z,1,1,1,,4,5,5,3,6,2,1,,5,2,,,1,1,2,3,2,1,3,1,2,3,1,1,1,3,3,3,2,1,3,3,2,3,3,3,2,2,,,,,,,,,,,3,7,3,3,2,4,2,2,2,2,2,,3,3,3,5,5,5,5,1,3,3,1,3,1,,,,,,1,4,9,2,3,1,3,2,2,1,1,1,1,11,4,3,1,1,2,1,1,3,1,2,1,,1.256438216752292
4033,2024-05-10T17:47:14Z,2024-05-10T17:55:25Z,2,1,1,,3,3,3,1,1,2,1,,1,,,,,2,1,2,4,1,2,1,2,3,3,3,4,5,1,1,1,3,3,3,3,3,3,2,2,1,,,,,,,,,,,3,3,3,4,2,4,,,,,,2,4,,4,4,3,3,4,,,,,,,,,,,,1,2,3,1,3,1,1,6,2,1,1,1,1,1,1,3,2,2,3,1,8,3,2,1,2,,1.0546867523575327
4034,2024-05-10T17:47:25Z,2024-05-10T17:59:36Z,3,1,1,,2,2,2,6,2,2,1,,2,1,1,,,2,3,3,5,1,3,3,2,3,3,4,3,5,3,3,3,1,3,3,3,3,3,3,3,3,,,,,,,,,,,1,1,2,2,2,4,,,,,,2,3,,,4,5,5,5,,,,,,,,,,,,1,4,9,2,4,1,2,4,2,1,1,1,1,10,3,2,,2,3,1,8,3,3,2,2,,0.766162100650347
4035,2024-05-10T17:47:25Z,2024-05-10T18:11:46Z,2,1,1,,4,4,3,6,4,2,1,,1,,,,,2,1,3,5,1,2,3,2,2,4,4,3,5,99,3,3,1,3,3,1,3,3,1,3,3,,,,,,,,,,,7,3,6,7,7,6,,,,,,3,3,,3,5,4,4,3,,,,,,,,,,,,1,1,2,2,4,1,2,3,2,1,1,1,1,12,3,3,2,2,3,1,9,3,2,2,2,,1.3553294370220812
4036,2024-05-10T17:47:27Z,2024-05-10T17:54:09Z,1,1,1,,4,5,5,5,4,2,1,,1,,,,,1,1,3,2,3,3,3,2,3,1,1,1,3,1,1,1,3,1,3,3,2,2,3,3,1,,,,,,,,,,,3,3,6,3,3,5,2,2,2,2,2,3,3,4,4,5,4,5,3,3,,,,,,,,,,,1,3,5,3,3,2,1,5,2,1,1,1,1,2,2,3,1,1,1,1,4,1,2,2,2,,1.535917040504465
4038,2024-05-10T17:47:46Z,2024-05-10T17:52:28Z,2,1,1,,2,2,2,2,2,2,1,,2,1,1,,,2,1,3,1,1,3,3,3,3,3,3,5,5,1,3,3,1,1,3,3,3,3,2,3,3,,,,,,,,,,,2,2,2,2,1,3,1,1,2,2,1,3,4,,3,5,4,3,2,,,,,,,,,,,,1,3,5,2,3,2,1,6,2,1,1,1,1,2,2,3,1,1,1,1,9,2,1,2,3,,1.4775003516350291
4039,2024-05-10T17:47:48Z,2024-05-10T17:55:26Z,2,1,1,,4,4,2,6,2,2,1,,1,,,,,2,3,3,5,3,3,3,2,2,3,4,3,3,1,1,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,1,1,1,1,1,3,,,,,,3,3,,,2,2,2,2,,,,,,,,,,,,1,1,1,2,3,1,2,3,2,1,1,1,1,2,2,3,1,1,1,1,8,2,2,2,2,,1.2076729668073116
4040,2024-05-10T17:47:50Z,2024-05-10T17:53:52Z,1,1,1,,2,3,3,6,6,2,1,,2,2,,,1,2,2,2,5,3,3,3,2,3,4,2,1,5,1,3,3,1,3,1,1,3,3,3,3,1,,,,,,,,,,,3,3,3,3,3,3,,,,,,,1,,1,5,5,5,5,,,,,,,,,,,,1,4,9,1,4,2,3,2,2,1,1,1,1,12,3,2,,2,3,1,2,3,2,1,2,,0.4632170578252181
4042,2024-05-10T17:47:58Z,2024-05-10T18:00:15Z,1,1,1,,1,1,3,3,1,2,1,,1,,,,,2,3,2,4,3,3,3,2,3,4,3,5,5,3,1,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,3,3,3,3,3,3,,,,,,3,3,,,3,5,5,5,,,,,,,,,,,,1,3,7,3,4,1,2,3,2,1,4,4,1,11,4,3,1,1,1,1,4,2,2,2,2,,1.0962304729468533
4046,2024-05-10T17:48:24Z,2024-05-10T17:57:17Z,1,1,1,,2,2,2,2,2,2,1,,2,1,2,,1,1,3,3,1,1,1,1,2,1,2,3,4,3,3,3,2,3,2,3,3,2,3,2,1,1,,,,,,,,,,,1,1,2,1,1,3,1,2,1,2,1,3,3,3,,3,3,4,4,,,,,,,,,,,,1,2,4,1,3,1,1,6,2,1,1,1,1,3,4,4,1,1,2,1,5,3,1,1,2,,0.8752860461505053
4049,2024-05-10T17:49:11Z,2024-05-10T17:59:10Z,1,1,1,,2,3,3,6,6,2,1,,4,2,,,1,2,1,2,5,2,3,3,2,3,2,2,2,2,1,1,3,3,3,3,3,3,3,3,3,1,,,,,,,,,,,2,3,3,4,3,3,,,,,,,3,,2,3,4,4,3,,,,,,,,,,,,1,3,5,2,4,2,3,2,2,1,1,1,1,2,2,3,1,1,2,1,3,3,2,1,2,,0.5585791191509816
4054,2024-05-10T17:50:07Z,2024-05-10T18:17:14Z,1,1,1,,2,2,3,6,6,2,1,,5,2,,,1,2,3,4,5,1,3,1,2,2,4,3,4,4,2,3,1,3,3,1,1,3,2,1,1,3,,,,,,,,,,,1,1,6,2,1,6,,,,,,,2,,,6,5,5,5,,,,,,,,,,,,1,3,5,1,4,1,3,2,2,1,2,2,1,1,1,4,99,9,9,3,1,99,3,2,1,,1.514374336846445
4060,2024-05-10T17:50:46Z,2024-05-10T17:55:33Z,1,1,1,,2,2,3,3,1,2,1,,1,,,,,1,2,2,1,1,3,3,2,3,2,2,3,5,2,3,3,3,3,3,2,1,1,3,1,3,,,,,,,,,,,1,1,2,1,1,5,1,1,1,2,2,3,5,3,3,5,5,4,1,1,3,3,3,1,1,,,,,,1,4,9,2,3,2,2,4,1,1,1,3,1,9,3,2,,2,4,1,9,4,1,1,3,,0.5213034587166591
4062,2024-05-10T17:51:07Z,2024-05-10T17:56:16Z,1,1,1,,1,1,1,1,1,2,1,,1,,,,,2,2,1,5,1,3,3,2,3,3,3,5,5,2,3,3,3,3,3,3,2,2,1,1,3,,,,,,,,,,,1,1,1,3,1,3,,,,,,3,3,,3,5,5,5,5,,,,,,,,,,,,1,4,8,2,4,2,1,5,2,1,1,1,1,10,3,3,2,2,4,1,8,4,2,1,2,,1.2143743799221298
4064,2024-05-10T17:51:23Z,2024-05-10T17:56:45Z,3,1,1,,3,3,2,6,2,2,1,,1,,,,,2,2,3,5,3,2,3,2,2,5,4,5,5,3,3,3,3,1,3,3,3,3,2,3,3,,,,,,,,,,,1,1,2,1,2,3,,,,,,1,3,,2,5,5,5,5,,,,,,,,,,,,1,3,5,2,4,1,2,3,2,1,1,1,1,2,2,2,,2,3,1,6,3,2,2,2,,0.9820242691750607
4069,2024-05-10T17:51:51Z,2024-05-10T17:58:57Z,1,1,1,,2,2,4,6,2,2,1,,1,,,,,2,2,2,5,3,3,3,3,3,3,3,4,3,1,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,3,3,3,6,,,,,,3,3,,3,4,4,4,4,,,,,,,,,,,,1,2,3,2,4,2,2,4,2,1,1,1,1,2,2,3,1,1,2,1,7,3,2,2,2,,1.4556951418693589
4070,2024-05-10T17:51:57Z,2024-05-10T17:57:47Z,2,1,1,,3,3,3,6,3,2,1,,1,,,,,2,1,1,5,3,3,3,3,1,3,2,3,3,3,2,3,3,3,2,1,3,1,2,3,3,,,,,,,,,,,5,5,5,4,3,1,,,,,,3,3,,2,3,3,3,4,,,,,,,,,,,,1,3,5,2,4,1,3,2,2,1,2,2,1,12,3,3,1,1,2,1,3,5,2,2,1,,0.6762959416058107
4071,2024-05-10T17:51:59Z,2024-05-10T18:00:01Z,1,1,1,,2,2,2,2,2,2,1,,2,1,1,,,1,1,3,5,1,1,3,2,3,4,3,4,5,1,3,3,2,3,3,3,3,3,2,3,1,,,,,,,,,,,1,1,2,3,2,4,,,,,,3,4,3,3,4,4,4,4,1,3,1,3,2,1,,,,,,1,4,9,2,3,1,1,5,2,1,1,1,1,12,3,2,,2,3,1,2,3,2,1,1,,0.8254853008944532
4074,2024-05-10T17:52:48Z,2024-05-10T17:59:14Z,2,1,1,,3,4,3,6,6,2,1,,4,2,,,1,2,1,2,5,1,1,3,2,2,1,3,1,5,3,3,3,1,3,3,3,3,3,3,3,1,,,,,,,,,,,3,3,3,3,3,4,,,,,,,3,,3,5,5,5,5,,,,,,,,,,,,1,3,5,2,3,1,3,2,2,3,1,1,4,9,3,2,,2,4,3,4,4,1,2,2,,1.0177965186982454
4075,2024-05-10T17:52:54Z,2024-05-10T18:01:21Z,2,1,1,,2,3,3,6,1,2,1,,1,,,,,2,2,3,5,1,1,3,2,3,4,3,4,5,1,3,3,3,3,3,2,3,3,2,2,2,,,,,,,,,,,2,2,2,2,2,4,,,,,,3,3,,3,5,4,4,5,,,,,,,,,,,,2,2,3,3,3,1,2,3,2,1,1,1,1,12,3,3,2,2,3,1,5,3,2,2,2,,0.9797803298100266
4078,2024-05-10T17:53:15Z,2024-05-10T17:59:19Z,1,1,1,,1,1,2,6,2,2,1,,1,,,,,2,2,3,5,3,3,1,2,2,3,4,4,5,1,3,3,1,1,3,2,3,3,3,1,3,,,,,,,,,,,2,1,2,3,2,6,,,,,,1,3,,3,5,5,4,4,,,,,,,,,,,,1,2,3,1,4,2,3,2,2,1,1,1,1,1,1,1,,1,2,1,4,3,2,2,2,,0.9009875647113456
4080,2024-05-10T17:54:03Z,2024-05-10T18:02:34Z,2,1,1,,2,2,2,3,2,2,1,,1,,,,,1,2,2,2,1,1,1,1,2,3,3,3,3,1,1,2,1,2,3,3,3,2,1,2,1,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,4,4,4,4,3,,,,,,,,,,,1,4,9,2,4,1,2,4,2,1,1,1,1,12,3,1,,1,1,1,8,2,2,1,2,,0.7036109363714138
4082,2024-05-10T17:54:30Z,2024-05-10T18:00:53Z,2,1,1,,2,3,3,1,2,2,1,,5,1,2,,1,2,1,3,5,1,3,3,2,3,3,3,3,4,2,3,2,3,3,3,3,2,3,1,1,3,,,,,,,,,,,1,1,3,2,2,3,,,,,,3,3,,3,5,4,4,4,,,,,,,,,,,,1,4,8,2,4,2,2,4,2,4,1,1,4,12,3,1,,1,1,3,1,2,1,2,2,,1.1890020508678463
4083,2024-05-10T17:54:38Z,2024-05-10T18:02:32Z,1,1,1,,2,2,3,4,2,2,1,,1,,,,,1,2,3,3,3,1,3,3,2,3,3,3,5,3,3,3,3,3,99,3,3,3,3,3,1,,,,,,,,,,,3,3,6,3,3,3,,,,,,3,3,3,3,5,5,4,5,3,,,,,,,,,,,1,2,4,1,3,2,3,2,2,1,1,1,1,1,1,2,,2,3,1,1,3,2,2,1,,0.6389448652603165
4085,2024-05-10T17:54:50Z,2024-05-10T18:04:51Z,2,1,1,,1,2,2,1,2,2,1,,5,2,,,1,2,2,2,1,3,3,3,3,3,4,3,5,5,2,3,3,3,3,3,3,3,3,1,1,3,,,,,,,,,,,3,3,3,3,3,6,2,2,2,2,2,,3,,3,5,5,5,5,,,,,,,,,,,,2,3,6,3,3,2,2,4,2,1,2,2,1,12,3,3,99,9,9,1,99,3,2,2,99,,0.9118522602707531
4089,2024-05-10T17:55:19Z,2024-05-10T18:05:14Z,2,1,1,,2,3,2,2,6,2,1,,4,2,,,1,2,1,4,5,3,3,3,3,3,4,3,5,3,99,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,3,3,99,3,3,3,,,,,,,3,,3,3,3,5,5,,,,,,,,,,,,2,3,7,3,4,2,3,2,2,99,1,1,99,12,3,4,1,1,2,3,1,3,1,2,1,,0.7426521080597099
4097,2024-05-10T17:56:23Z,2024-05-10T18:04:30Z,2,1,1,,3,3,3,6,6,2,1,,2,2,,,1,2,3,3,5,3,3,3,3,3,4,4,3,5,2,3,2,3,3,3,3,3,3,3,1,1,,,,,,,,,,,3,3,3,3,2,3,,,,,,,3,,,5,4,5,5,,,,,,,,,,,,1,3,5,3,4,1,3,2,2,1,1,1,1,1,1,1,,1,1,1,99,2,3,2,99,,1.1717904132950219
4099,2024-05-10T17:56:34Z,2024-05-10T18:09:23Z,3,1,1,,3,3,99,99,99,2,1,,4,2,,,1,2,99,2,4,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,5,5,6,5,4,6,,,,,,,99,,,99,99,99,99,,,,,,,,,,,,1,3,5,99,3,2,2,3,2,99,5,4,99,99,99,99,99,9,9,3,1,99,5,2,1,,0.8950683249201559
4100,2024-05-10T17:56:38Z,2024-05-10T18:06:49Z,1,1,1,,4,5,3,6,6,2,1,,2,2,,,1,1,1,3,5,1,3,3,2,2,1,4,2,5,1,3,3,1,3,3,3,3,3,2,3,1,,,,,,,,,,,2,1,1,4,3,5,,,,,,,3,3,3,5,4,4,3,2,,,,,,,,,,,1,3,5,2,4,1,1,6,2,1,1,1,1,10,3,2,,2,4,1,6,4,2,2,2,,0.9074013201089737
4101,2024-05-10T17:56:40Z,2024-05-10T18:00:07Z,1,1,1,,2,3,3,1,1,2,1,,1,,,,,2,1,2,1,3,3,3,3,3,3,4,3,3,3,99,3,3,99,99,99,99,3,3,3,99,,,,,,,,,,,99,7,6,99,99,99,2,2,2,2,2,99,99,,99,99,99,99,99,,,,,,,,,,,,1,3,7,2,3,1,2,3,2,1,1,1,1,2,2,1,,1,1,1,9,1,1,1,3,,0.7600559473744224
4104,2024-05-10T17:57:08Z,2024-05-10T18:25:57Z,2,1,1,,3,3,3,2,1,2,1,,2,2,,,2,2,1,2,1,1,3,1,2,3,4,2,4,4,1,3,3,3,3,3,3,3,3,3,3,2,,,,,,,,,,,1,1,3,3,1,3,2,2,2,2,2,,3,,3,5,5,5,5,,,,,,,,,,,,1,4,8,1,3,1,2,3,2,1,1,1,1,2,2,2,,2,3,1,7,3,2,2,2,,1.16864516310679
4105,2024-05-10T17:57:08Z,2024-05-10T18:10:05Z,1,1,1,,1,2,1,6,1,2,1,,4,1,2,,3,2,2,2,5,1,2,1,2,3,3,4,3,5,1,3,3,1,3,3,3,3,3,3,2,3,,,,,,,,,,,1,1,2,3,2,3,,,,,,2,3,,3,2,3,4,4,,,,,,,,,,,,1,4,9,2,4,1,1,6,2,1,1,1,1,1,1,1,,1,1,1,5,2,2,1,2,,0.8446888318376425
4106,2024-05-10T17:57:15Z,2024-05-10T19:02:59Z,2,2,1,,3,4,3,3,2,2,1,,1,,,,,2,1,2,1,3,1,1,3,3,3,3,1,4,1,3,3,3,3,3,3,3,3,3,3,3,,,,,,,,,,,7,3,3,3,7,6,2,2,1,1,2,3,3,,3,4,4,3,2,,,,,,,,,,,,1,4,9,1,4,1,3,2,1,4,5,3,4,2,2,2,,2,3,1,2,3,2,2,2,,1.5557380141998636
4107,2024-05-10T17:57:37Z,2024-05-10T18:03:55Z,2,1,1,,3,4,3,6,1,2,1,,1,,,,,1,2,3,4,3,1,1,3,2,2,1,1,2,1,3,99,2,3,2,3,3,2,3,3,2,,,,,,,,,,,2,4,3,2,4,3,,,,,,2,3,2,1,4,5,5,5,2,,,,,,,,,,,1,4,9,2,3,1,3,1,1,4,1,3,4,1,1,1,,1,1,1,2,1,1,2,1,,2.9634864047781777
4110,2024-05-10T17:57:45Z,2024-05-10T18:07:28Z,2,1,1,,3,3,1,2,3,2,1,,5,2,,,1,1,2,2,1,1,1,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,2,3,1,1,,,,,,,,,,,1,1,3,1,2,7,2,2,1,2,2,,3,4,3,5,3,5,3,3,,,,,,,,,,,1,4,9,99,3,1,3,2,1,1,4,3,1,11,4,3,2,2,4,1,4,4,2,2,2,,1.2006049808495685
4111,2024-05-10T17:57:46Z,2024-05-10T18:03:16Z,1,1,1,,1,4,3,2,6,2,1,,5,2,,,2,1,2,2,2,3,3,3,2,3,1,1,1,3,3,3,2,1,3,3,2,3,3,1,2,1,,,,,,,,,,,2,3,1,2,1,3,2,2,2,2,2,,3,3,3,6,5,5,5,3,,,,,,,,,,,1,3,7,2,4,2,1,5,2,1,1,1,1,12,3,1,,1,2,1,2,3,2,2,1,,1.9222802801209147
4112,2024-05-10T17:57:48Z,2024-05-10T18:04:17Z,1,1,1,,2,3,1,6,6,2,1,,5,2,,,1,2,1,2,5,1,3,3,2,3,3,5,4,4,2,3,3,2,3,2,2,3,3,3,3,2,,,,,,,,,,,3,2,3,3,3,3,,,,,,,4,,3,6,4,4,3,,,,,,,,,,,,1,3,5,3,4,1,1,5,2,1,1,1,1,5,4,2,,2,3,1,9,3,2,1,3,,0.7083451422881075
4113,2024-05-10T17:58:06Z,2024-05-10T18:04:24Z,1,1,1,,3,3,3,6,2,2,1,,1,,,,,2,1,3,5,2,3,3,2,3,2,2,3,2,3,3,3,3,3,3,1,3,3,2,2,2,,,,,,,,,,,3,4,4,7,7,4,,,,,,3,2,,2,5,5,5,5,,,,,,,,,,,,1,3,7,2,4,1,2,3,2,1,1,1,1,2,2,1,,1,1,1,9,1,2,2,3,,1.06702364242733
4114,2024-05-10T17:58:12Z,2024-05-10T18:04:20Z,2,1,1,,1,3,1,1,6,2,1,,2,2,,,1,1,1,2,1,3,3,3,3,3,4,4,3,5,99,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,99,99,99,99,99,99,99,99,99,99,99,,99,99,99,99,99,99,99,3,,,,,,,,,,,1,2,4,2,3,2,3,2,2,1,1,1,1,2,2,4,99,9,9,1,4,99,2,2,2,,0.5014888708100709
4116,2024-05-10T17:58:33Z,2024-05-10T18:11:54Z,1,1,1,,3,4,3,6,3,2,1,,1,,,,,2,2,3,5,1,3,2,2,2,1,2,3,4,1,1,3,3,1,3,3,3,3,2,3,1,,,,,,,,,,,2,2,2,3,2,3,,,,,,3,3,,3,4,2,3,4,,,,,,,,,,,,1,3,7,3,4,2,1,5,2,1,99,99,1,1,1,1,,1,1,1,8,1,3,1,2,,1.6430243448635413
4126,2024-05-10T18:00:06Z,2024-05-10T18:06:45Z,1,1,1,,1,1,2,1,1,2,1,,1,,,,,1,1,3,5,3,3,3,3,3,4,5,5,5,2,3,3,3,3,3,3,3,3,2,1,3,,,,,,,,,,,1,1,1,1,1,1,,,,,,1,1,1,1,5,5,5,5,3,,,,,,,,,,,1,4,9,1,4,1,2,3,2,1,1,1,1,12,3,1,,1,1,1,9,2,2,2,3,,0.9796034976168166
4137,2024-05-10T18:02:36Z,2024-05-10T18:09:43Z,1,1,1,,2,2,3,2,6,2,1,,2,2,,,2,1,1,2,1,3,3,3,2,3,4,3,4,5,1,1,3,3,3,3,3,3,3,3,3,2,,,,,,,,,,,3,3,3,3,3,4,2,2,2,2,2,,3,3,3,5,5,5,5,1,3,3,3,1,1,,,,,,1,4,8,1,3,2,3,2,2,1,1,1,1,1,1,2,,2,3,1,3,3,2,2,2,,0.5727741731111998
4138,2024-05-10T18:02:37Z,2024-05-10T18:12:52Z,1,1,1,,3,5,5,6,2,2,1,,5,1,1,,,1,1,4,4,1,1,1,3,1,3,1,3,5,2,3,1,3,3,3,3,1,3,1,1,3,,,,,,,,,,,1,1,6,1,1,3,,,,,,1,3,4,3,5,1,2,3,3,,,,,,,,,,,1,3,7,1,3,2,2,3,1,1,5,3,1,2,2,1,,1,2,1,1,3,1,2,1,,1.626324397919348
4140,2024-05-10T18:03:05Z,2024-05-10T18:17:14Z,2,1,1,,2,2,3,3,6,2,1,,2,2,,,2,1,2,3,1,3,1,1,2,3,5,5,5,5,2,3,3,3,3,3,3,2,2,3,1,3,,,,,,,,,,,3,3,3,3,3,3,2,2,2,2,2,,3,3,3,5,5,5,5,2,,,,,,,,,,,1,4,8,2,3,1,2,3,2,1,1,1,1,12,3,3,1,1,2,1,9,3,2,2,3,,1.0835912823978118
4141,2024-05-10T18:03:15Z,2024-05-10T18:08:15Z,1,1,1,,1,1,1,6,1,2,1,,1,,,,,2,2,3,5,1,1,3,2,3,4,5,4,3,1,99,99,99,99,99,99,99,99,99,99,99,,,,,,,,,,,99,99,99,99,99,99,,,,,,99,99,,99,5,5,5,5,,,,,,,,,,,,1,2,3,1,4,1,2,3,2,1,1,1,1,12,3,1,,1,1,1,5,1,2,2,2,,1.0473532276276643
4144,2024-05-10T18:04:18Z,2024-05-10T18:10:45Z,1,1,1,,3,4,2,6,6,2,1,,5,2,,,1,2,2,2,5,1,2,3,2,2,3,4,2,3,1,3,3,1,3,3,3,3,3,3,3,3,,,,,,,,,,,2,2,2,4,3,4,,,,,,,4,,3,6,4,4,3,,,,,,,,,,,,1,1,1,1,4,2,1,6,2,1,1,1,1,1,1,2,,2,3,1,7,3,2,2,99,,1.7728474893341293
4146,2024-05-10T18:04:26Z,2024-05-10T18:21:42Z,2,1,1,,1,2,5,5,1,2,1,,5,1,2,,1,2,2,3,4,1,1,1,2,1,1,5,1,1,1,3,2,1,1,1,1,3,2,3,3,1,,,,,,,,,,,5,5,6,3,3,2,,,,,,3,2,,5,6,4,5,5,,,,,,,,,,,,1,2,3,3,3,2,3,2,2,1,1,1,1,1,1,4,1,1,2,1,1,3,1,2,1,,0.5738564938911995
4148,2024-05-10T18:04:38Z,2024-05-10T18:13:35Z,2,1,1,,5,5,5,5,6,2,1,,2,2,,,1,2,2,3,3,3,3,3,2,2,1,1,1,1,1,3,3,1,3,3,3,3,3,3,3,1,,,,,,,,,,,1,4,6,5,7,1,,,,,,,3,,3,4,5,5,5,,,,,,,,,,,,1,4,8,3,3,1,2,3,2,1,1,1,1,2,2,1,,1,1,1,4,2,3,2,2,,0.9405452039082245
4163,2024-05-10T18:06:51Z,2024-05-10T18:17:43Z,2,1,1,,3,3,4,6,6,2,1,,5,2,,,2,2,2,2,4,1,3,3,2,3,4,4,4,4,3,3,3,2,3,3,3,3,3,2,2,3,,,,,,,,,,,2,3,2,2,3,3,,,,,,,3,,2,4,4,4,4,,,,,,,,,,,,1,4,8,3,4,2,2,3,2,1,1,1,1,2,2,2,,2,3,1,2,3,2,2,2,,1.1192143592687944
4164,2024-05-10T18:06:57Z,2024-05-10T18:11:51Z,2,1,1,,2,4,5,2,6,2,1,,5,2,,,1,1,2,2,1,3,1,3,2,3,1,2,2,5,2,3,1,3,3,3,3,3,3,1,1,3,,,,,,,,,,,2,2,1,2,1,5,2,2,2,2,2,,3,3,3,5,5,5,5,3,,,,,,,,,,,1,4,9,1,3,1,2,3,2,1,1,1,1,12,3,2,,2,4,1,4,5,2,2,2,,0.8546455644766837
